reward,program,class,immersion,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_15,Q14_1,Q14_2,Q15,Q17,Q19,intl,gender,Q22,pre-MBA,Q24,post-MBA,Q26,duration_min
$10,2-year,2020,IRAM,1.0,1.0,,,,,,1.0,,,5.0,4.0,5.0,6.0,6.0,4.0,6.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,6.0,5.0,4.0,5.0,4.0,5.0,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,,6.0,5.0,6.0,4.0,"-Real time updates. For example if JP Morgan filled all Johnson slots it would be nice to know. Also if another firm had a new opening it would be great to see slots by firm by sector.

- I am not sure how I feel about filming pitch and including that on app. The pitch is very personal and people react differently in real time. Being able to read the person when giving pitch is key.

-I really like the organizational aspect of the app. Having a single place to keep track of all steps of for a company is great. I think going company specific would be valuable. Having an app and selecting a company to see when the due date is, what alumni are there, interviews with previous interns, and number of MBA slots would be valuable.",domestic,Male,,Finance,,tbd,,16.233333333333334
$10,2-year,2020,SGE,1.0,,,1.0,1.0,,,,,,7.0,4.0,5.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,1.0,1.0,,,1.0,,,,,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,6.0,4.0,6.0,1.0,The feature this app really needs is a way for me to record the questions I get and my responses. I always fail to remember or write down what I'm asked in interviews.,domestic,Male,,Marketing,,PM,,79.43333333333334
$10,2-year,2020,IB,1.0,,,1.0,,,,1.0,,,7.0,6.0,6.0,7.0,4.0,7.0,5.0,7.0,7.0,7.0,5.0,2.0,5.0,4.0,4.0,7.0,6.0,4.0,4.0,5.0,4.0,6.0,7.0,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,6.0,7.0,6.0,7.0,"- The app shouldn't start and end with recruiting - it should be all encompassing for the MBA experience
- Make the current Johnson MBA app better and include this recruiting portion as one of the subgroups within the app
- It would be amazing to have the capabilities to see the JTS, student services, etc. calendars all within the app and be able to link those events with our own Outlook app; this would also give students/administrators a place to promote various presentations/speakers/events on campus",domestic,Female,,HR,,IB,,11.216666666666667
Credit,2-year,2020,SGE,1.0,,,,,,1.0,,,1.0,6.0,7.0,6.0,6.0,6.0,5.0,6.0,3.0,2.0,4.0,6.0,7.0,3.0,4.0,3.0,4.0,5.0,7.0,3.0,7.0,5.0,4.0,5.0,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,,6.0,5.0,6.0,5.0,"For  international students here:
- Add information about sponsorship
- Include international options
Work along with professional and affinity clubs to include material, tips or networking opportunities",international,Female,,Finance,,Finance,,7.816666666666666
$10,AMBA,2020,cust/no,1.0,,,,,,1.0,1.0,,,6.0,5.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,6.0,6.0,6.0,3.0,5.0,5.0,3.0,1.0,6.0,4.0,5.0,4.0,2.0,2.0,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,1.0,,,1.0,,1.0,,1.0,,1.0,6.0,4.0,5.0,3.0,"I didn't go through the recruiting process, so I don't have valuable contributions",domestic,Male,,other,Resident Physician,other,"Resident Physician, eventually department chair in a university hospital",6.6
$10,2-year,2020,SPMI,1.0,,,1.0,,,,1.0,,,6.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,5.0,6.0,7.0,7.0,4.0,6.0,6.0,5.0,6.0,4.0,4.0,5.0,1.0,,1.0,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,7.0,6.0,7.0,5.0,"- Pars and case flashcards
- Ability to put in reminders for to-do's (such as thank you notes)
- Ability to rank job prospects/internships",domestic,Female,,other,Recruiter,Marketing,,6.516666666666667
Credit,2-year,2020,SSO,1.0,,1.0,,1.0,,,,,,6.0,3.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,,,5.0,5.0,6.0,6.0,"Networking resources - such as cold email templates, sample networking questions
Tips and Tricks - Scheduling emails in outbox to send between 9-5, putting ""xx"" in email to not send until ready
Industry Overviews",domestic,Male,,Engineering,,Consulting,,20.716666666666665
$10,2-year,2021,DTI,,,,,,,1.0,1.0,1.0,,5.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,7.0,4.0,4.0,4.0,6.0,4.0,7.0,6.0,5.0,7.0,5.0,1.0,,,,1.0,1.0,,,1.0,,1.0,,,,,1.0,,1.0,,,,,,,1.0,,1.0,,1.0,,5.0,7.0,6.0,5.0,Maybe have mentors on the portal - like in CUelinks,international,Female,,Consulting,,Consulting,,15.283333333333333
Credit,2-year,2020,SSO,,,,1.0,1.0,,,1.0,,,6.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,7.0,1.0,1.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,1.0,,,1.0,1.0,1.0,7.0,6.0,6.0,6.0,"date of last hire from Cornell
tie into larger Cornell network
have C-suite profiles of the company (shows where those individuals went to school and if they have MBAs)",domestic,Male,,GM,,GM,,10.283333333333333
$10,2-year,2021,SPMI,1.0,,,,1.0,,,,,1.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,6.0,6.0,4.0,5.0,4.0,,,,1.0,,,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,,1.0,1.0,,,6.0,4.0,5.0,3.0,"1) make sure the materials are consistent with what already exists or will be created from CMC or the professional clubs; i.e. making sure i'm getting the same, most updated and relevant list of alumni contacts, networking timeline, pars questions whichever source I go to.
2) make sure it is introduced during pre-term because that is the time when we MBAs are most open to resources and most likely to make a habit of using them
3) if you want us to pay for it, don't make people pay individually when download it...include it as part of tuition so everyone already has access to it and already paid for it (then they are more likely to use it)",domestic,Female,,Finance,,PM,,13.316666666666666
Credit,2-year,2021,SPMI,,,,1.0,1.0,,,1.0,,,5.0,6.0,5.0,4.0,5.0,3.0,6.0,4.0,5.0,5.0,6.0,3.0,3.0,4.0,6.0,4.0,6.0,4.0,6.0,4.0,5.0,6.0,5.0,,,1.0,1.0,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,7.0,6.0,7.0,6.0,"You would have had to really sell me on its benefits as a brand new MBA student if you were going to charge money. Now looking back I can see how incredibly relevant it is, but I would have been hesitant to pay back then.",domestic,Female,,Engineering,,Consulting,,13.583333333333334
$10,2-year,2021,SPMI,,,,,,,1.0,1.0,1.0,,4.0,1.0,4.0,4.0,7.0,2.0,4.0,4.0,6.0,7.0,7.0,3.0,6.0,2.0,3.0,4.0,6.0,6.0,6.0,2.0,4.0,4.0,6.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,1.0,,7.0,7.0,7.0,1.0,"This is super convenient as a free app, but as a broke student with plenty of student loans, it would be hard for me to justify the expense when i can carry out many of the same functions through other means.",domestic,Female,,Marketing,,Marketing,,15.333333333333334
$10,AMBA,2020,cust/no,,,1.0,,,1.0,,,,1.0,5.0,6.0,6.0,6.0,7.0,6.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,6.0,6.0,5.0,5.0,4.0,6.0,4.0,4.0,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,,1.0,,1.0,1.0,,1.0,5.0,4.0,5.0,1.0,"Sample answers to PARs, tailored to company preferences",international,Female,,GM,,GM,,13.133333333333333
Credit,2-year,2021,SPMI,1.0,,,,,,,1.0,1.0,,5.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,4.0,4.0,6.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,7.0,4.0,5.0,5.0,4.0,,,,1.0,,,,,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,1.0,,,1.0,,1.0,,6.0,7.0,7.0,6.0,"Lamp list customization (on/off campus, sponsorship, etc)",international,Male,,PM,,PM,,32.18333333333333
$10,AMBA,2020,cust/no,,1.0,,,,,,1.0,1.0,,6.0,6.0,7.0,4.0,6.0,4.0,6.0,5.0,3.0,3.0,7.0,4.0,2.0,2.0,2.0,7.0,6.0,5.0,6.0,6.0,6.0,7.0,4.0,,1.0,,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,1.0,,1.0,,7.0,7.0,7.0,6.0,"1. Integrated with alumni database/Linkedin so that I can choose the alumni/people that I would like to connect with
2. Reminders
3. Easy to use",domestic,Male,,Finance,,PE/VC,,12.433333333333334
$10,2-year,2020,DTI,1.0,,,1.0,,,,1.0,,,6.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,5.0,5.0,5.0,3.0,7.0,4.0,6.0,5.0,6.0,6.0,5.0,4.0,6.0,6.0,4.0,1.0,,,,,1.0,,1.0,,,,,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,4.0,6.0,5.0,5.0,"- I wouldn't make it an app but a website instead. I never used JTS on my phone and filling out job applications and writing networking emails is a lot better from desktop, where I have easy access to all my resumes and cover letters.
- Having the option to send emails to the contact person for each company would be helpful.
- Have a list of networking email templates to choose from that are also customizable.",domestic,Female,,Operations,,PM,,23.266666666666666
Credit,2-year,2021,CFI,1.0,,,,,1.0,,1.0,,,6.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,5.0,6.0,7.0,5.0,5.0,7.0,6.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,,,1.0,1.0,,,1.0,,1.0,,,,,,1.0,,1.0,,,,,1.0,1.0,,,,1.0,,,7.0,7.0,7.0,6.0,"friendly user interface. deep dive into information based on additional criteria such as geography, sponsorships, etc.",dual,Male,,Finance,,Finance,,12.05
Credit,dual,2021,SPMI,1.0,,1.0,1.0,,,,,,,5.0,4.0,6.0,7.0,6.0,6.0,4.0,6.0,5.0,5.0,5.0,6.0,5.0,7.0,6.0,5.0,7.0,4.0,6.0,7.0,6.0,4.0,4.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,,,6.0,6.0,6.0,2.0,"1. Assuming this is not part of it, have 2 sections in the app: personal repository and general repository (from which to pull into your personal repository) for alumni contacts, class info, interview bank questions, industry links, etc. so you can personalize your repository to suit your needs and ease of access",domestic,Male,,other,Healthcare professional,GM,,26.05
$10,2-year,2021,SPMI,,,1.0,1.0,,,,1.0,,,6.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,7.0,4.0,5.0,4.0,1.0,,,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,7.0,7.0,7.0,6.0,"- incorporate off-campus resources
- CMC recordings of career path presentations (that they do in Fall)
- Additional resources for international student recruiting",domestic,Female,,Finance,,Marketing,,13.366666666666667
$10,2-year,2021,cust/no,,,,1.0,1.0,,,1.0,,,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,,6.0,5.0,3.0,2.0,"1. A list of all alumni contacts already in a database - so I can quickly add notes about my conversations with them after briefings.
2. Ability to add people to the database that you meet (not information about them beyond their name, email, phone, and company)
3. The calendar app should not be redundant to JTS adding the events to our calendars already.",domestic,Male,,Finance,,Consulting,,11.583333333333334
$10,2-year,2020,SGE,1.0,,,,1.0,,,1.0,,,5.0,4.0,6.0,4.0,6.0,4.0,7.0,5.0,5.0,6.0,7.0,4.0,6.0,4.0,5.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,,,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,1.0,,,1.0,1.0,,,1.0,,4.0,6.0,3.0,2.0,I prefer to do most of these activities on a laptop and sync with Google Cloud/Drive. I assume this addresses a certain segment of the class that is less organized or motivated to take on these activities?,domestic,Male,,Marketing,,GM,,9.283333333333333
$10,2-year,2021,cust/no,1.0,,,,,,1.0,1.0,,,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,4.0,3.0,3.0,6.0,7.0,1.0,7.0,2.0,6.0,4.0,6.0,5.0,7.0,5.0,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,7.0,6.0,7.0,5.0,"Automatica link to CMC briefing and coffee chat employee contact information, including e-mails.",domestic,Female,,Consulting,,PM,,16.116666666666667
$10,2-year,2021,CFI,1.0,,,1.0,,,,1.0,,,6.0,7.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,7.0,6.0,5.0,6.0,7.0,5.0,7.0,6.0,5.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,1.0,1.0,,1.0,1.0,,,6.0,5.0,6.0,2.0,"alumni/mentor matchmaking for networking, mock interview scheduling, salary information",domestic,Male,,Finance,,GM,,9.3
$10,AMBA,2020,other,,,,,1.0,,,1.0,1.0,,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,7.0,4.0,2.0,5.0,6.0,5.0,4.0,2.0,7.0,7.0,7.0,2.0,2.0,,,,,,1.0,1.0,1.0,,1.0,,,,,1.0,,1.0,,1.0,,,,1.0,,,,1.0,,,7.0,6.0,7.0,1.0,"- interactive LAMP lists, not just input
- resume screening against job postings
- correct/up-to-date alumni contact information and in app messaging to those alumni who signed up to help",international,Female,,Finance,,Finance,,40.766666666666666
Credit,2-year,2021,SPMI,1.0,,1.0,,,,1.0,,,,5.0,6.0,5.0,6.0,6.0,4.0,6.0,4.0,4.0,4.0,6.0,4.0,6.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,,,1.0,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,5.0,5.0,6.0,4.0,"off-campus  recruiting information
",international,Female,,Operations,,GM,,24.933333333333334
$10,AMBA,2020,cust/no,1.0,,,,,1.0,,,,1.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,,1.0,,1.0,1.0,4.0,4.0,5.0,1.0,"- usability
- reputation
- free",domestic,Male,,PM,,Marketing,,7.0
$10,AMBA,2020,other,1.0,,,,,,1.0,,,1.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,1.0,,1.0,6.0,5.0,6.0,6.0,Resources for career changes/advancements post MBA.,domestic,Male,,Engineering,,GM,,40.666666666666664
Credit,2-year,2021,SPMI,1.0,,,1.0,1.0,,,,,,6.0,7.0,7.0,6.0,4.0,2.0,7.0,2.0,5.0,2.0,6.0,5.0,5.0,6.0,7.0,4.0,5.0,6.0,7.0,7.0,7.0,5.0,5.0,,,1.0,,,1.0,1.0,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,,7.0,5.0,6.0,2.0,"Make it mobile-friendly, Be able to export your checklists or sync with a calendar/email program outside of JTS, have an in-app tutorial on the key features and functionalities of how to maximize your use of the app.",domestic,Female,,Marketing,,PM,,10.966666666666667
$10,2-year,2020,CFI,1.0,,,1.0,,,,,1.0,,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0,2.0,2.0,5.0,7.0,5.0,2.0,4.0,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,1.0,,,1.0,,,1.0,1.0,1.0,,4.0,5.0,3.0,1.0,"1) Templates for resumes probably don't need to be included. Given the wealth of resources available from the CMC and clubs, I don't know there needs to be another source.

2) I'm not sure how relevant the past intern videos are. This app seems more recruiting focused - I feel like the intern videos in field would be helpful in preparation for the summer and not so much during recruiting. It may be helpful to have past advice from successful applicants instead.

3) Overall, the functionality seems overly broad. Though generally useful, I question whether all of these can be developed to a high enough quality to be useful.",domestic,Male,,Consulting,,Consulting,,12.916666666666666
$10,2-year,2021,DTI,1.0,,,,1.0,1.0,,,,,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,,,,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,1.0,,5.0,7.0,6.0,1.0,School should provide this as part of career preparation,international,Female,,Legal,,PM,,13.6
Credit,2-year,2021,SPMI,1.0,,,1.0,,,1.0,,,,5.0,6.0,3.0,6.0,5.0,6.0,7.0,7.0,2.0,5.0,6.0,4.0,6.0,6.0,6.0,7.0,5.0,4.0,6.0,7.0,7.0,4.0,2.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,1.0,6.0,6.0,6.0,4.0,"Maybe pay $15 (or some other value) upfront, that way you catch people when they need the product most (when they are desperately looking for employment).  If you charge $5/month, people immediately cancel their subscription once they find a job",domestic,Male,,Sales,,Consulting,,9.316666666666666
$10,2-year,2021,SPMI,1.0,,1.0,1.0,,,,,,,6.0,6.0,6.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,4.0,4.0,2.0,2.0,2.0,2.0,6.0,2.0,5.0,2.0,2.0,1.0,,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,5.0,4.0,6.0,1.0,"Integrate with websites like hunter.io to find contacts easily
Focus on lamp list and networking parts only
PARs and prep help is better done offline with the help of professional clubs",international,Female,,Consulting,,PM,,12.366666666666667
$10,2-year,2020,IB,1.0,,1.0,,,,1.0,,,,5.0,3.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,3.0,4.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0,4.0,6.0,,,,,1.0,,,1.0,,,,1.0,1.0,,,,1.0,,,,,1.0,,1.0,,1.0,1.0,,,5.0,6.0,6.0,3.0,"1. Tailor it by industry/job function
2. Ability to create groups so that you can invite classmates to prepare with you
3. Allowing some level of customization",domestic,Male,,Finance,,Finance,,11.616666666666667
$10,2-year,2021,IRAM,1.0,,,1.0,,,,1.0,,,6.0,7.0,7.0,7.0,6.0,3.0,7.0,6.0,6.0,5.0,7.0,7.0,1.0,4.0,1.0,2.0,6.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,1.0,,1.0,1.0,,4.0,4.0,4.0,1.0,"1) Confirm you won't cannibalize. For example, entering interview questions sounds like a great idea, but we're already doing that on JPAY. Considering that a lot of students don't even enter questions on JPAY, I suggest making sure questions are entered only on one platform to increase amount of responses in one place.
2) With respect to interview questions, I think students should be mandated to enter their interview questions from interviews obtained from on-campus sources on JPAY. I realize this may sound like overreach, but the more questions answered, the better students can prepare and knock the interview out of the park. Also, I think this can help us gain a competitive advantage against our peer schools by having an internal repository of interview questions.
3) Don't charge for the app. Students are already paying an exorbitant amount for an MBA--I could give you a long list of where I think Johnson could cut costs and use those savings to pay for the app.",domestic,Male,,Legal,,Finance,,13.066666666666666
$10,2-year,2020,SPMI,,1.0,,1.0,,,,,1.0,,5.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,1.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,5.0,1.0,4.0,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,,1.0,,1.0,,7.0,7.0,7.0,5.0,"Connect you with recent hires/alums at the company for interview prep, provide their contact info, thank you note templates",domestic,Female,,Sales,,Marketing,,156.75
$10,2-year,2020,SSO,1.0,,1.0,,,,1.0,,,,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,1.0,,1.0,,,,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,4.0,4.0,4.0,4.0,n/a for this answer,domestic,Female,,Engineering,,PM,,3.466666666666667
Credit,other,2020,cust/no,,,1.0,,,,,1.0,,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,1.0,,1.0,4.0,4.0,5.0,2.0,"1. how do you make sure people will use it for recruit
2. if you are going to charge the users, why? 
3. need some unique functions",international,Male,,Marketing,,GM,,5.583333333333333
